,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
227,2:02.59,Veronika SADEK,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1116,800m
228,2:02.59,Shanie LANDEN,ISR,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1116,800m
229,2:02.63,Billah JEPKIRUI,KEN,"John McDonnell Field, Fayetteville, AR (USA)",03 MAY 2024,1116,800m
230,2:02.64,Molly SUGHROUE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,800m
231,2:02.65,Mallory LINDAMAN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1115,800m
232,2:02.66,Nele WEßEL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1115,800m
233,2:02.67,Jennie HAUKE,GER,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1115,800m
234,2:02.67,Priscilla VAN OORSCHOT,NED,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1115,800m
235,2:02.68,Nora HAUGEN,NOR,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1115,800m
236,2:02.69,Ngalula Gloria KABANGU,ITA,"Campo di Atletica, Asti (ITA)",23 MAY 2024,1115,800m
237,2:02.69,Eleonora VANDI,ITA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1115,800m
238,2:02.69,Charlotte DUMAS,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1115,800m
239,2:02.70,Taryn PARKS,USA,"Morris Williams T&F Stadium, Durham, NC (USA)",12 APR 2024,1114,800m
240,2:02.70,Emma KELLEY,USA,"Billy Hayes T& F Complex, Bloomington, IN (USA)",03 MAY 2024,1114,800m
241,2:02.74,Mariska PAREWYCK,BEL,"Piste Olympique Adeps de Jambes, Jambes (BEL)",17 AUG 2024,1114,800m
242,2:02.75,Sarah Jane UNDERWOOD,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",10 MAY 2024,1114,800m
243,2:02.75,Chrisann GORDON-POWELL,JAM,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1114,800m
244,2:02.75,Martina ESCUDERO,ARG,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1114,800m
245,2:02.76,Bethan MORLEY,GBR,"Paula Radcliffe Stadium, Loughborough (GBR)",22 JUN 2024,1113,800m
246,2:02.77,Bregje SLOOT,NED,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1113,800m
247,2:02.79,Charlotte TOMKINSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1113,800m
248,2:02.80,Joceline WIND,SUI,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1113,800m
249,2:02.82,Veera MATTILA,FIN,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1112,800m
250,2:02.83,Flomena ASEKOL,KEN,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1112,800m
251,2:02.83,Līga VELVERE,LAT,"Paula Radcliffe Stadium, Loughborough (GBR)",22 JUN 2024,1112,800m
252,2:02.86,Bailey GOGGANS,USA,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1112,800m
253,2:02.87,Shaikira KING,GBR,"Mary Peters Track, Belfast (GBR)",15 JUN 2024,1111,800m
254,2:02.88,Marie Celie WARNEKE,GER,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1111,800m
255,2:02.89,Christine MANCINI,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1111,800m
256,2:02.89,Presley WEEMS,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1111,800m
257,2:02.90,Elise CRANNY,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1111,800m
258,2:02.90,Milena KORBUT,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1111,800m
259,2:02.91,Weronika LIZAKOWSKA,POL,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1111,800m
260,2:02.92,Tanja SPILL,GER,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1111,800m
261,2:02.93,Lyla BELSHAW,GBR,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1110,800m
262,2:02.94,Maria FREIJ,SWE,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1110,800m
263,2:02.97,Agathe DELAHOUTRE,FRA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1110,800m
264,2:02.98,Brooke FELDMEIER,USA,"Lakeside Stadium, Melbourne (AUS)",15 FEB 2024,1110,800m
265,2:02.99,Ksanet ALEM,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1109,800m
266,2:03.00,Lorena RANGEL BATRES,MEX,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1109,800m
267,2:03.03,Anna KRASILNIKOVA,RUS,"Stadium Desna, Bryansk (RUS)",20 JUL 2024,1109,800m
268,2:03.04,Vera HOFFMANN,LUX,"Coque Sport Center, Luxembourg (LUX) (i)",18 FEB 2024,1136,800m
269,2:03.05,Kiara CARTER,USA,"Vanderbilt Track, Nashville, TN (USA)",27 APR 2024,1108,800m
270,2:03.08,Svetlana APLACHKINA,RUS,"Olympic Stadium, Cheboksary (RUS)",07 JUL 2024,1108,800m
271,2:03.09,Aurore FLEURY,FRA,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 JUN 2024,1108,800m
272,2:03.10,Oksana DOLYNCHUK,UKR,"Forest Stadium, Sopot (POL)",16 JUN 2024,1107,800m
273,2:03.11,Twinkle CHAUDHARY,IND,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1107,800m
274,2:03.11,Aleksandra GULYAYEVA,RUS,"Olympic Stadium, Cheboksary (RUS)",07 JUL 2024,1107,800m
275,2:03.15,Aviwe HOBOLOSHE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1107,800m
276,2:03.15,Addy TOWNSEND,CAN,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2024,1107,800m
277,2:03.15,Varvara ZIMINA,RUS,"Stadium Desna, Bryansk (RUS)",19 JUL 2024,1107,800m
278,2:03.16,Yekaterina SAMUYLOVA,RUS,"LFK CSKA, Moskva (RUS) (i)",23 FEB 2024,1134,800m
279,2:03.16,Narimane AMARA,ALG,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1106,800m
280,2:03.18,Tuğba TOPTAŞ,TUR,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1106,800m
281,2:03.18,Bronwyn PATTERSON,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1106,800m
282,2:03.18,Janet JEPKEMOI,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1106,800m
283,2:03.20,Marta MITJANS,ESP,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1106,800m
284,2:03.20,Lorenza DE NONI,ITA,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1106,800m
285,2:03.21,Ella NELSON,USA,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1106,800m
286,2:03.22,Avery PEARSON,CAN,"Foote Field, Edmonton (CAN)",13 JUN 2024,1105,800m
287,2:03.22,Georgie HARTIGAN,IRL,"LAZ Wien, Wien (AUT)",22 JUN 2024,1105,800m
288,2:03.23,Samantha FRIBORG,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1105,800m
289,2:03.23,Federica PANSINI,ITA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1105,800m
290,2:03.24,Alli BOOKIN-NOSBISCH,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1105,800m
291,2:03.24,Mweni KALIMI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1105,800m
292,2:03.25,Tess KIRSOPP-COLE,AUS,"AIS Athletics Track, Canberra (AUS)",26 JAN 2024,1105,800m
293,2:03.25,Gemma FINCH,GBR,"Centro Sportivo G. Olmo-P. Ferro, Celle Ligure (ITA)",17 JUL 2024,1105,800m
294,2:03.25,Winnie NANYONDO,UGA,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1105,800m
295,2:03.26,Yuri NISHIDA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 SEP 2024,1105,800m
296,2:03.28,Veera PERÄLÄ,FIN,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1104,800m
297,2:03.29,Yana PEREPELITSA,RUS,"LFK CSKA, Moskva (RUS) (i)",23 FEB 2024,1132,800m
298,2:03.30,Fina DUBE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1104,800m
299,2:03.30,Pernille KARLSEN,NOR,"Stadion im.Lubuskich Olimpijczyków, Gorzów Wielkopolski (POL)",24 MAY 2024,1104,800m
300,2:03.30,Annelies NIJSSEN,BEL,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1104,800m
301,2:03.32,Micaela DEGENERO,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1104,800m
302,2:03.33,Adéla HOLUBOVÁ,CZE,"Stadion Mládeže, Zlín (CZE)",30 JUN 2024,1103,800m
303,2:03.34,Marlena PREIGH,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",24 FEB 2024,1103,800m
304,2:03.42,Star PRICE,USA,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",03 FEB 2024,1130,800m
305,2:03.43,Morgan MITCHELL,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1102,800m
306,2:03.44,Serena TROIANI,ITA,"Centro di Atletica, Busto Arsizio (ITA)",10 JUL 2024,1101,800m
307,2:03.46,Kimberley MAY,NZL,"Ray Treacy Track at Hendricken Field, Providence, RI (USA)",12 APR 2024,1101,800m
308,2:03.47,Adelle TRACEY,JAM,"Stade de France, Paris (FRA)",02 AUG 2024,1101,800m
309,2:03.48,Brooke JAWORSKI,USA,"Loftus Sports Center, Notre Dame, IN (USA) (i)",03 FEB 2024,1101,800m
310,2:03.48,Leah SIMPSON,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1101,800m
311,2:03.48,Khadidja BENKACEM,MAR,"Stade C. Vandeveegaete, Tourcoing (FRA)",26 JUN 2024,1101,800m
312,2:03.49,Cassandra WILLIAMSON,CAN,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1101,800m
313,2:03.50,Jolanda KALLABIS,GER,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1100,800m
314,2:03.52,Naum BOPAPE,RSA,"McArthur Stadium, Potchefstroom (RSA)",11 MAY 2024,1100,800m
315,2:03.52,Joanna ARCHER,GUY,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1100,800m
316,2:03.52,Anna BANATOVA,RUS,"Dinamo Stadium, Krasnodar (RUS)",13 JUL 2024,1100,800m
317,2:03.54,Michaela OOSTHUIZEN,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1100,800m
318,2:03.54,Invida MAURIŅA,LAT,"Stade Rebompré, Ciney (BEL)",22 JUN 2024,1100,800m
319,2:03.55,Veronika MAZUNINA,RUS,"Stadium Desna, Bryansk (RUS)",20 JUL 2024,1100,800m
320,3:49.04,Faith KIPYEGON,KEN,"Stade Charléty, Paris (FRA)",07 JUL 2024,1295,1500m
321,3:50.30,Gudaf TSEGAY,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1285,1500m
322,3:50.83,Jessica HULL,AUS,"Stade Charléty, Paris (FRA)",07 JUL 2024,1280,1500m
323,3:52.61,Georgia BELL,GBR,"Stade de France, Paris (FRA)",10 AUG 2024,1266,1500m
324,3:52.75,Diribe WELTEJI,ETH,"Stade de France, Paris (FRA)",10 AUG 2024,1264,1500m
325,3:53.22,Birke HAYLOM,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1261,1500m
326,3:53.37,Laura MUIR,GBR,"Stade de France, Paris (FRA)",10 AUG 2024,1259,1500m
327,3:54.16,Freweyni HAILU,ETH,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1253,1500m
328,3:55.33,Nikki HILTZ,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1243,1500m
329,3:55.90,Emily MACKAY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1239,1500m
330,3:55.99,Elle ST. PIERRE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1238,1500m
331,3:56.07,Susan Lokayo EJORE,KEN,"Stade de France, Paris (FRA)",10 AUG 2024,1237,1500m
332,3:56.14,Nelly CHEPCHIRCHIR,KEN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1237,1500m
333,3:56.40,Linden HALL,AUS,"Stade Charléty, Paris (FRA)",07 JUL 2024,1235,1500m
334,3:56.47,Hirut MESHESHA,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1257,1500m
335,3:56.69,Agathe GUILLEMOT,FRA,"Stade de France, Paris (FRA)",08 AUG 2024,1232,1500m
336,3:56.75,Sinclaire JOHNSON,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1232,1500m
337,3:57.31,Weronika LIZAKOWSKA,POL,"Stade de France, Paris (FRA)",08 AUG 2024,1227,1500m
338,3:57.44,Cory Ann MCGEE,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1226,1500m
339,3:57.46,Sarah HEALY,IRL,"Stade Charléty, Paris (FRA)",07 JUL 2024,1226,1500m
340,3:57.61,Worknesh MESELE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1225,1500m
341,3:57.75,Marta PÉREZ,ESP,"Stade de France, Paris (FRA)",08 AUG 2024,1224,1500m
342,3:57.87,Elise CRANNY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1223,1500m
343,3:58.08,Revee WALCOTT-NOLAN,GBR,"Stade de France, Paris (FRA)",08 AUG 2024,1221,1500m
344,3:58.11,Sintayehu VISSA,ITA,"Stade de France, Paris (FRA)",08 AUG 2024,1221,1500m
345,3:58.13,Katie SNOWDEN,GBR,"Stade Charléty, Paris (FRA)",07 JUL 2024,1221,1500m
346,3:58.31,Heather MACLEAN,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1219,1500m
347,3:58.40,Georgia GRIFFITH,AUS,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1218,1500m
348,3:58.69,Ciara MAGEEAN,IRL,"Stade Charléty, Paris (FRA)",07 JUL 2024,1216,1500m
349,3:58.79,Tigist GIRMA,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1238,1500m
350,3:58.88,Edinah JEBITOK,KEN,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1215,1500m
351,3:58.98,Nigist GETACHEW,ETH,"Stade Charléty, Paris (FRA)",07 JUL 2024,1214,1500m
352,3:59.06,Habitam ALEMU,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1213,1500m
353,3:59.19,Nadia BATTOCLETTI,ITA,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1212,1500m
354,3:59.21,Saron BERHE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1212,1500m
355,3:59.55,Melissa COURTNEY-BRYANT,GBR,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1209,1500m
356,3:59.59,Sarah BILLINGS,AUS,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1209,1500m
357,3:59.69,Nozomi TANAKA,JPN,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1208,1500m
358,3:59.71,Helen SCHLACHTENHAUFEN,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1208,1500m
359,3:59.73,Beatrice CHEPKOECH,KEN,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1208,1500m
360,3:59.74,Esther GUERRERO,ESP,"Stade Charléty, Paris (FRA)",07 JUL 2024,1208,1500m
361,3:59.95,Klaudia KAZIMIERSKA,POL,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1206,1500m
362,3:59.96,Salomé AFONSO,POR,"Stade de France, Paris (FRA)",08 AUG 2024,1206,1500m
363,4:00.23,Sophie O'SULLIVAN,IRL,"Stade de France, Paris (FRA)",06 AUG 2024,1204,1500m
364,4:00.31,Águeda MARQUÉS,ESP,"Stade de France, Paris (FRA)",10 AUG 2024,1203,1500m
365,4:00.64,Danielle JONES,USA,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1200,1500m
366,4:01.26,Elise VANDERELST,BEL,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1195,1500m
367,4:02.05,Ludovica CAVALLI,ITA,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1189,1500m
368,4:02.20,Maia RAMSDEN,NZL,"Stade de France, Paris (FRA)",08 AUG 2024,1188,1500m
369,4:02.22,Lucia STAFFORD,CAN,"Stade de France, Paris (FRA)",06 AUG 2024,1188,1500m
370,4:02.54,Teresiah Muthoni GATERI,KEN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1185,1500m
371,4:02.57,Jemma REEKIE,GBR,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1185,1500m
372,4:02.59,Whittni MORGAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1185,1500m
373,4:02.71,Svetlana APLACHKINA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1184,1500m
374,4:02.78,Halimah NAKAAYI,UGA,"Arena, Toruń (POL) (i)",06 FEB 2024,1205,1500m
375,4:02.78,Addison WILEY,USA,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1183,1500m
376,4:02.79,Maggi CONGDON,USA,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1183,1500m
377,4:02.79,Karissa SCHWEIZER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1183,1500m
378,4:02.80,Netsanet DESTA,ETH,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1183,1500m
379,4:02.83,Sage HURTA-KLECKER,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1183,1500m
380,4:02.90,Dorcas EWOI,KEN,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1182,1500m
381,4:02.96,Claudia HOLLINGSWORTH,AUS,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",04 APR 2024,1182,1500m
382,4:03.00,Marta ZENONI,ITA,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1182,1500m
383,4:03.55,Aleksandra PŁOCIŃSKA,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1177,1500m
384,4:03.65,Kristlin GEAR,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1176,1500m
385,4:03.65,Hellen Ekalale LOBUN,KEN,"Municipal Stadium, Kitami (JPN)",06 JUL 2024,1176,1500m
386,4:04.13,Berenice CLEYET-MERLE,FRA,"Stade Delort, Marseille (FRA)",22 MAY 2024,1173,1500m
387,4:04.24,Nele WEßEL,GER,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1172,1500m
388,4:04.37,Marissa DAMINK,NED,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1171,1500m
389,4:04.44,Christina ARAGON,USA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1170,1500m
390,4:04.45,Sofia ENNAOUI,POL,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1170,1500m
391,4:04.50,Yolanda NGARAMBE,SWE,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1170,1500m
392,4:04.59,Maureen KOSTER,NED,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1169,1500m
393,4:04.65,Josette ANDREWS,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1168,1500m
394,4:04.73,Federica DEL BUONO,ITA,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1168,1500m
395,4:04.76,Nathalie BLOMQVIST,FIN,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1168,1500m
396,4:04.78,KM DEEKSHA,IND,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1167,1500m
397,4:04.83,Sifan HASSAN,NED,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1167,1500m
398,4:04.94,Axumawit EMBAYE,ETH,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1166,1500m
399,4:04.98,Shannon FLOCKHART,GBR,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1166,1500m
400,4:05.00,Mary EKIRU,KEN,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1166,1500m
401,4:05.00,Flomena ASEKOL,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1166,1500m
402,4:05.26,Hawi ABERA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1164,1500m
403,4:05.32,Sarah MCDONALD,GBR,"Arena, Toruń (POL) (i)",06 FEB 2024,1185,1500m
404,4:05.45,Abbey CALDWELL,AUS,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1162,1500m
405,4:05.62,Kristiina SASÍNEK MÄKI,CZE,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1161,1500m
406,4:05.62,Anna CAMP BENNETT,USA,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1161,1500m
407,4:05.67,Martyna GALANT,POL,"Arena, Toruń (POL) (i)",06 FEB 2024,1182,1500m
408,4:05.72,Marwa BOUZAYANI,TUN,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1160,1500m
409,4:05.78,Joselyn Daniely BREA,VEN,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1159,1500m
410,4:05.81,Sara LAPPALAINEN,FIN,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1159,1500m
411,4:05.82,Angel PICCIRILLO,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1159,1500m
412,4:05.92,Simone PLOURDE,CAN,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1158,1500m
413,4:05.92,Vera HOFFMANN,LUX,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1158,1500m
414,4:06.04,Nancy CHEROP,KEN,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1157,1500m
415,4:06.09,Winnie NANYONDO,UGA,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1157,1500m
416,4:06.11,Eleanor FULTON,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1157,1500m
417,4:06.12,Ellie LEATHER,GBR,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1157,1500m
418,4:06.12,Gracie HYDE,USA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1157,1500m
419,4:06.17,Cari HUGHES,GBR,"Mestský Stadion, Ostrava (CZE)",10 SEP 2024,1156,1500m
420,4:06.18,Joceline WIND,SUI,"Mestský Stadion, Ostrava (CZE)",10 SEP 2024,1156,1500m
421,4:06.3h,Caroline NYAGA,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",02 MAY 2024,1155,1500m
422,4:06.31,Laura NAGEL,NZL,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1155,1500m
423,4:06.33,Rose DAVIES,AUS,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1155,1500m
424,4:06.50,Bérénice FULCHIRON,FRA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1154,1500m
425,4:06.51,Purity CHEPKIRUI,KEN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1154,1500m
426,4:06.54,Esther MUTHONI,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1153,1500m
427,4:06.56,Elizabeth BIRD,GBR,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1153,1500m
428,4:06.64,Eliza MEGGER,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1153,1500m
429,4:06.67,Rachel MCARTHUR,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1152,1500m
430,4:06.67,Marta GARCÍA,ESP,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1152,1500m
431,4:06.71,Gesa Felicitas KRAUSE,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1152,1500m
432,4:06.90,Esther CHEBET,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1151,1500m
433,4:06.91,Kate CURRENT,CAN,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1151,1500m
434,4:06.93,Madie BOREMAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1150,1500m
435,4:06.96,Dilek KOÇAK,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",30 JUN 2024,1150,1500m
436,4:06.97,Gaia SABBATINI,ITA,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1150,1500m
437,4:06.98,Ella DONAGHU,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1150,1500m
438,4:07.00,Kimberley MAY,NZL,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1150,1500m
439,4:07.12,Sam BUSH,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1149,1500m
440,4:07.15,Lindsey BUTLER,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1149,1500m
441,4:07.16,Hannah NUTTALL,GBR,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1149,1500m
442,4:07.19,Jennifer RANDALL,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1148,1500m
443,4:07.32,Giulia APRILE,ITA,"Coque Sport Center, Luxembourg (LUX) (i)",21 JAN 2024,1169,1500m
444,4:07.33,Alex TEUBEL,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1147,1500m
445,4:07.33,Annie RODENFELS,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1147,1500m
446,4:07.33,Maudie SKYRING,AUS,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1147,1500m
447,4:07.43,Olivia MARKEZICH,USA,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1147,1500m
448,4:07.44,Jolanda KALLABIS,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1146,1500m
449,4:07.57,Alice FINOT,FRA,"Estádio José Vieira de Carvalho, Maia (POR)",25 MAY 2024,1145,1500m
450,4:07.59,Janet Jepkoech CHEPKEMOI,KEN,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",29 JUL 2024,1145,1500m
451,4:07.62,Mirriam CHEROP,KEN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1145,1500m
