,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
422,4:06.31,Laura NAGEL,NZL,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1155,1500m,16604584,1771,29,Public
423,4:06.33,Rose DAVIES,AUS,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1155,1500m,33721882,2966,2,Public
424,4:06.50,Bérénice FULCHIRON,FRA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1154,1500m,NA,NA,NA,NA
425,4:06.51,Purity CHEPKIRUI,KEN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1154,1500m,NA,NA,NA,NA
426,4:06.54,Esther MUTHONI,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1153,1500m,52506831,0,33,Public
427,4:06.56,Elizabeth BIRD,GBR,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1153,1500m,50141711,107,6,Private
428,4:06.64,Eliza MEGGER,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1153,1500m,NA,NA,NA,NA
429,4:06.67,Rachel MCARTHUR,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1152,1500m,90815678,438,107,Public
430,4:06.67,Marta GARCÍA,ESP,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1152,1500m,8203958,7,8,Public
431,4:06.71,Gesa Felicitas KRAUSE,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1152,1500m,NA,NA,NA,NA
432,4:06.90,Esther CHEBET,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1151,1500m,NA,NA,NA,NA
433,4:06.91,Kate CURRENT,CAN,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1151,1500m,39397963,873,111,Public
434,4:06.93,Madie BOREMAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1150,1500m,2635442,0,0,Public
435,4:06.96,Dilek KOÇAK,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",30 JUN 2024,1150,1500m,60845172,0,0,Public
436,4:06.97,Gaia SABBATINI,ITA,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1150,1500m,NA,NA,NA,NA
437,4:06.98,Ella DONAGHU,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1150,1500m,33448374,0,0,Public
438,4:07.00,Kimberley MAY,NZL,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1150,1500m,28190302,25,0,Private
439,4:07.12,Sam BUSH,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1149,1500m,87064986,503,3,Private
440,4:07.15,Lindsey BUTLER,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1149,1500m,126356583,559,179,Public
441,4:07.16,Hannah NUTTALL,GBR,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1149,1500m,15610170,1930,101,Public
442,4:07.19,Jennifer RANDALL,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1148,1500m,53922774,253,9,Public
443,4:07.32,Giulia APRILE,ITA,"Coque Sport Center, Luxembourg (LUX) (i)",21 JAN 2024,1169,1500m,79265388,257,4,Public
444,4:07.33,Alex TEUBEL,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1147,1500m,27649138,3833,229,Public
445,4:07.33,Annie RODENFELS,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1147,1500m,15124771,4692,44,Public
446,4:07.33,Maudie SKYRING,AUS,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1147,1500m,22541352,0,0,Public
447,4:07.43,Olivia MARKEZICH,USA,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1147,1500m,63449551,1849,31,Public
448,4:07.44,Jolanda KALLABIS,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1146,1500m,82798069,84,68,Public
449,4:07.57,Alice FINOT,FRA,"Estádio José Vieira de Carvalho, Maia (POR)",25 MAY 2024,1145,1500m,7065701,1652,282,Private
450,4:07.59,Janet Jepkoech CHEPKEMOI,KEN,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",29 JUL 2024,1145,1500m,NA,NA,NA,NA
451,4:07.62,Mirriam CHEROP,KEN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1145,1500m,NA,NA,NA,NA
452,4:07.65,Judy Jepkoech KOSGEI,KEN,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1145,1500m,NA,NA,NA,NA
453,4:07.66,Chloe FOERSTER,USA,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1145,1500m,108118653,513,0,Private
454,4:07.67,Bikile AMBESU,ETH,"University of Ghana Sports Stadium, Accra (GHA)",22 MAR 2024,1145,1500m,NA,NA,NA,NA
455,4:07.68,Laurie BARTON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1145,1500m,34876364,132,3,Private
456,4:07.68,Hanna HERMANSSON,SWE,"Stade Delort, Marseille (FRA)",22 MAY 2024,1145,1500m,91049781,1146,3,Public
457,4:07.80,Regan YEE,CAN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1165,1500m,11328161,2749,53,Public
458,4:07.83,Madeleine BERKSON,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1143,1500m,NA,NA,NA,NA
459,4:07.90,María Pía FERNÁNDEZ,URU,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1143,1500m,65581640,0,2,Public
460,4:07.96,Melissa RIGGINS,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1142,1500m,86130127,1076,70,Private
461,4:08.03,Laura PELLICORO,ITA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1142,1500m,NA,NA,NA,NA
462,4:08.04,Aurore FLEURY,FRA,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1142,1500m,27365281,1034,57,Public
463,4:08.06,Anna GIBSON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1142,1500m,57973023,1050,410,Public
464,4:08.06,Aleksandra GULYAYEVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1142,1500m,NA,NA,NA,NA
465,4:08.09,Knight ACIRU,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1141,1500m,NA,NA,NA,NA
466,4:08.10,Teagan SCHEIN-BECKER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1141,1500m,NA,NA,NA,NA
467,4:08.13,Kate AXFORD,GBR,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1141,1500m,52420738,1395,3,Private
468,4:08.14,Aynadis MEBRATU,ETH,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1141,1500m,NA,NA,NA,NA
469,4:08.15,Lauren RYAN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1141,1500m,12805279,2159,43,Public
470,4:08.23,Micaela DEGENERO,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1140,1500m,53588607,4,4,Private
471,4:08.27,Laura GALVÁN,MEX,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1140,1500m,3600841,5,10,Public
472,4:08.34,Jodie MCCANN,IRL,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1139,1500m,77132629,0,0,Public
473,4:08.44,Danielle ARAGON,USA,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1139,1500m,58385572,0,5,Public
474,4:08.46,Mariska PAREWYCK,BEL,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1138,1500m,40806845,1093,46,Public
475,4:08.48,Isobel BATT-DOYLE,AUS,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1138,1500m,NA,NA,NA,NA
476,4:08.56,Lorea IBARZABAL,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1138,1500m,26378553,0,0,Public
477,4:08.58,Katia DELARCHE,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1138,1500m,30206569,3057,328,Private
478,4:08.59,Angelina ELLIS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1137,1500m,23435662,1639,4,Public
479,4:08.59,Micol MAJORI,ITA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1137,1500m,32337147,0,0,Public
480,4:08.60,Gabija GALVYDYTĖ,LTU,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1137,1500m,74276700,0,0,Public
481,4:08.78,Riley CHAMBERLAIN,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1136,1500m,20396703,0,2,Public
482,4:08.80,Taryn RAWLINGS,USA,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1136,1500m,25328468,608,42,Public
483,4:08.83,Zoya NAUMOV,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1136,1500m,NA,NA,NA,NA
484,4:08.86,Sadie ENGELHARDT,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1135,1500m,47153030,1971,1,Public
485,4:08.86,Allie BUCHALSKI,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1135,1500m,40799987,2153,157,Public
486,4:08.91,Imogen BARRETT,AUS,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1135,1500m,55765129,14,3,Private
487,4:08.93,Billah JEPKIRUI,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1135,1500m,119701400,0,0,Public
488,4:08.94,Gracie MORRIS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1135,1500m,119591951,704,36,Private
489,4:09.03,Ingeborg ØSTGÅRD,NOR,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1134,1500m,52513074,42,13,Public
490,4:09.03,Lyubov DUBROVSKAYA,RUS,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1134,1500m,NA,NA,NA,NA
491,4:09.04,Juliet CHERUBET,KEN,"John McDonnell Field, Fayetteville, AR (USA)",25 MAY 2024,1134,1500m,113561678,268,4,Private
492,4:09.06,Lorena RANGEL BATRES,MEX,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1134,1500m,NA,NA,NA,NA
493,4:09.06,Amalie SÆTEN,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1134,1500m,12504485,597,0,Public
494,4:09.07,Naima AIT ALIBOU,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1134,1500m,NA,NA,NA,NA
495,4:09.13,Skylyn WEBB,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1133,1500m,48012977,0,0,Public
496,4:09.27,Daniela GARCÍA,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1132,1500m,47560866,4,1124,Public
497,4:09.27,Grace BARNETT,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1132,1500m,57217273,855,51,Public
498,4:09.4h,Tsige TESHOME,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1132,1500m,NA,NA,NA,NA
499,4:09.33,Adelle TRACEY,JAM,"Stade de France, Paris (FRA)",06 AUG 2024,1132,1500m,131658381,0,0,Public
500,4:09.34,Şilan AYYILDIZ,TUR,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1132,1500m,113032067,1006,16,Private
501,4:09.36,Maddy ELMORE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1131,1500m,45828406,391,0,Private
502,4:09.36,Sivan AUERBACH,ISR,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1131,1500m,NA,NA,NA,NA
503,4:09.39,Anna KRASILNIKOVA,RUS,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1131,1500m,61941578,0,3,Public
504,4:09.41,Yume GOTO,JPN,"Stade de France, Paris (FRA)",06 AUG 2024,1131,1500m,NA,NA,NA,NA
505,4:09.42,Liliya MENDAYEVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1131,1500m,NA,NA,NA,NA
506,4:09.45,Kaylee MITCHELL,USA,"Hayward Field, Eugene, OR (USA)",03 MAY 2024,1131,1500m,136393816,29,0,Public
507,4:09.47,Carina VILJOEN,RSA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1131,1500m,13433736,644,295,Public
508,4:09.48,Lea MEYER,GER,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1130,1500m,56091569,65,0,Public
509,4:09.51,Stephanie BROKAW,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1130,1500m,47735255,999,39,Public
510,4:09.56,Margot APPLETON,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1130,1500m,121617890,0,0,Public
511,4:09.58,Jetske VAN KAMPEN,NED,"Helmut-Körnig-Halle, Dortmund (GER) (i)",20 JAN 2024,1151,1500m,46103549,24,0,Private
512,4:09.60,Francine NIYOMUKUNZI,BDI,"Campo Comunale, Modena (ITA)",21 SEP 2024,1130,1500m,NA,NA,NA,NA
513,4:09.62,Courtney WAYMENT,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1129,1500m,NA,NA,NA,NA
514,4:09.65,Sadie SARGENT,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1129,1500m,66787115,18,4,Public
515,4:09.68,Elly HENES,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1129,1500m,NA,NA,NA,NA
516,4:09.70,Olivia HOWELL,USA,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1129,1500m,11879442,14,10,Private
517,4:09.76,Gabrielle WILKINSON,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1128,1500m,129664004,5,0,Public
518,4:09.76,Alexandra MILLARD,GBR,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1128,1500m,54334283,0,0,Public
519,4:09.80,Wilma Anna TORBIÖRNSSON,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1128,1500m,NA,NA,NA,NA
520,4:09.85,Diana MEZULIÁNÍKOVÁ,CZE,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1128,1500m,131456180,0,0,Public
521,4:09.94,Adva COHEN,ISR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1127,1500m,42530422,3,3,Private
522,4:09.95,Kiara CARTER,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1127,1500m,1937440,0,7,Public
523,4:10.03,Lauren GREGORY,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1126,1500m,37651602,1353,152,Public
524,4:10.11,Sarah Muthoni NYAMBURA,KEN,"Prefectural Stadium, Okayama (JPN)",30 MAY 2024,1126,1500m,NA,NA,NA,NA
525,4:10.13,Suus ALTORF,NED,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1125,1500m,47333928,960,173,Private
526,4:10.20,Nicole VANASSE,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1125,1500m,29682728,0,0,Public
527,4:10.22,Charlotte MOUCHET,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1125,1500m,112056814,548,42,Public
528,4:10.22,Flavie RENOUARD,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1125,1500m,37407311,2366,222,Private
529,4:10.24,Wilma NIELSEN,SWE,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1125,1500m,77307821,596,6,Private
530,4:10.32,Nia AKINS,USA,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1124,1500m,49163846,0,0,Public
531,4:10.32,Taylor WERNER,USA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1124,1500m,113594774,183,7,Private
532,4:10.33,Elena BURKARD,GER,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1124,1500m,54121337,0,9,Public
533,4:10.33,Chikako MORI,JPN,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1124,1500m,31098671,219,2,Public
534,4:10.34,Yazmine WRIGHT,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1124,1500m,44564763,852,1,Public
535,4:10.42,Delia SCLABAS,SUI,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1123,1500m,NA,NA,NA,NA
536,4:10.43,Philippine DE LA BIGNE,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1123,1500m,96969620,614,5,Private
537,4:10.56,Abbe GOLDSTEIN,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1122,1500m,52245439,2238,0,Private
538,4:10.67,Taryn PARKS,USA,"Joe Compagni Track at Kessler Stadium, West Long Branch, NJ (USA)",02 JUN 2024,1121,1500m,88204823,0,0,Public
539,4:10.67,Yuliya POPOVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1121,1500m,9198356,88,1288,Public
540,4:10.69,Danae RIVERS,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1121,1500m,45867052,0,0,Public
541,4:10.70,Aneta KONIECZEK,POL,"Stadion Zygmunta Szelesta, Warszawa (POL)",02 JUN 2024,1121,1500m,NA,NA,NA,NA
542,4:10.71,Marina MARTÍNEZ,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1121,1500m,2270227,296,113,Public
543,4:10.72,Hannah STEELMAN,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1121,1500m,NA,NA,NA,NA
544,4:10.75,Tomoka KIMURA,JPN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1121,1500m,53686731,2029,1,Private
545,4:10.76,Josefa QUEZADA,CHI,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1121,1500m,109159149,0,0,Private
546,4:10.79,Alicja KONIECZEK,POL,"Stadion Zygmunta Szelesta, Warszawa (POL)",02 JUN 2024,1120,1500m,56861220,91,0,Public
547,4:10.85,Erin WALLACE,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1120,1500m,72596918,571,388,Private
548,4:10.87,July FERREIRA DA SILVA,BRA,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1120,1500m,112315005,31,4,Private
549,4:10.87,Ceili MCCABE,CAN,"Swangard Stadium, Burnaby (CAN)",15 JUN 2024,1120,1500m,NA,NA,NA,NA
550,4:10.89,Claudia Mihaela BOBOCEA,ROU,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1120,1500m,NA,NA,NA,NA
551,4:10.92,Alice SEGUIN,FRA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1119,1500m,24622186,164,106,Private
552,4:10.97,Amina MAATOUG,NED,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 FEB 2024,1140,1500m,100438706,891,74,Private
553,4:11.02,Carlee HANSEN,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1119,1500m,25386511,3044,10,Public
554,4:11.03,Ayano IDE,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1118,1500m,NA,NA,NA,NA
555,4:11.07,Grace FETHERSTONHAUGH,CAN,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1118,1500m,104747188,0,0,Public
556,4:11.10,Mena SCATCHARD,GBR,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1118,1500m,75844733,15,0,Public
557,4:11.18,Tatsiana SHABANAVA,BLR,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1117,1500m,NA,NA,NA,NA
558,4:11.20,Birtukan DEGU,ETH,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1117,1500m,NA,NA,NA,NA
559,4:11.26,Marta PEN FREITAS,POR,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1117,1500m,NA,NA,NA,NA
560,4:11.28,Rachel SMITH,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",03 FEB 2024,1137,1500m,19848564,1286,61,Public
561,4:11.32,Grethe TYLDUM,NOR,"Bislett Stadion, Oslo (NOR)",27 AUG 2024,1116,1500m,43059269,61,3,Public
562,4:11.35,Abir REFFAS,ALG,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1116,1500m,NA,NA,NA,NA
563,4:11.37,Aimee PRATT,GBR,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1116,1500m,55249858,19,0,Public
564,4:11.39,Vera COUTELLIER,GER,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1116,1500m,NA,NA,NA,NA
565,4:11.43,Stefanie PARSONS,CAN,"Joe Compagni Track at Kessler Stadium, West Long Branch, NJ (USA)",02 JUN 2024,1115,1500m,34727441,3692,112,Private
566,4:11.47,Molly SUGHROUE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1115,1500m,49963745,0,0,Public
567,4:11.49,Laura NICHOLSON,IRL,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1115,1500m,92829582,782,7,Public
568,4:11.62,Saki KATAGIHARA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1114,1500m,NA,NA,NA,NA
569,4:11.65,Rebekah GREENE,NZL,"Newtown Park Stadium, Wellington (NZL)",17 MAR 2024,1114,1500m,1848964,29,20,Public
570,4:11.75,Kaela EDWARDS,USA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1113,1500m,41318857,42,6,Public
571,4:11.78,Allie WILSON,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1113,1500m,112847410,80,0,Public
572,4:11.79,Izzy FRY,GBR,"Market Street Athletics Track, Bury (GBR)",10 AUG 2024,1113,1500m,25523358,183,1,Private
573,4:11.81,Caroline KARIBA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1112,1500m,NA,NA,NA,NA
574,4:11.84,Bethan MORLEY,GBR,"Sportcity Regional Arena, Manchester (GBR)",25 MAY 2024,1112,1500m,19562651,80,1,Public
575,4:11.90,Doris LEMNGOLE,KEN,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",06 APR 2024,1112,1500m,128751344,0,0,Public
576,4:11.9h,Aseter ARERE,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1112,1500m,NA,NA,NA,NA
577,4:11.90,Anne Gine LØVNES,NOR,"Mørkvedlia Friidrett, Bodø (NOR)",03 AUG 2024,1112,1500m,68535184,111,1,Public
578,4:11.91,Esther SEELAND,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1112,1500m,142181772,520,1,Public
579,4:11.92,Kate GRACE,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1112,1500m,6448444,378,9,Public
580,4:11.97,Rylee PENN,USA,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 MAR 2024,1111,1500m,81217429,2,0,Public
581,4:12.07,Ava LLOYD,GBR,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1110,1500m,25715323,2557,54,Private
582,4:12.07,Ran URABE,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 JUN 2024,1110,1500m,NA,NA,NA,NA
583,4:12.08,Esther GITAHI,KEN,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",06 APR 2024,1110,1500m,71375573,0,0,Public
584,4:12.08,Mia BARNETT,USA,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1110,1500m,37334208,1442,0,Private
585,4:12.09,Alma Delia CORTES,MEX,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1110,1500m,NA,NA,NA,NA
586,4:12.17,Malin HOELSVEEN,NOR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1110,1500m,71114244,10,0,Public
587,4:12.18,Julia NIELSEN,SWE,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1110,1500m,76479533,822,16,Private
588,4:12.22,Sarah CALVERT,GBR,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1109,1500m,35983960,1984,394,Public
589,4:12.3h,Samrawit MULUGETA,ETH,"Stadium, Hawassa (ETH)",06 JUL 2024,1109,1500m,123836825,0,0,Public
590,4:12.25,Natoya GOULE-TOPPIN,JAM,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1109,1500m,NA,NA,NA,NA
591,4:12.26,Lise THIMON,FRA,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1109,1500m,58562675,11,2,Private
592,4:12.27,Valerie CONSTIEN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1109,1500m,NA,NA,NA,NA
593,4:12.33,Anita POMA,PER,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",12 MAY 2024,1108,1500m,113528825,0,0,Public
594,4:12.34,Aniya MOSLEY,USA,"Franklin Field, Philadelphia, PA (USA)",25 APR 2024,1108,1500m,121699309,804,1,Private
595,4:12.35,Janeth Nyiva MUTUNGI,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1108,1500m,NA,NA,NA,NA
596,4:12.36,Mebriht MEKONEN,ETH,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1108,1500m,NA,NA,NA,NA
597,4:12.36,Jaylah HANCOCK-CAMERON,AUS,"Woodside Stadium, Watford (GBR)",08 JUN 2024,1108,1500m,NA,NA,NA,NA
598,4:12.41,Linn SÖDERHOLM,SWE,"Olympiastadion, Helsinki (FIN)",31 AUG 2024,1108,1500m,134650293,600,9,Public
599,4:12.53,Lauren FREELAND,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1107,1500m,70734958,30,0,Public
600,4:12.56,Rebecca MEHRA,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1107,1500m,26047857,2286,121,Public
601,4:12.58,Tuğba TOPTAŞ,TUR,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",30 JUN 2024,1106,1500m,NA,NA,NA,NA
602,4:12.59,Jessica KAIN,USA,"Rashpal Dhillon  Oval, Vancouver (CAN)",19 JUN 2024,1106,1500m,37389921,1779,22,Public
603,4:12.68,Kayley DELAY,USA,"Hayward Field, Eugene, OR (USA)",20 APR 2024,1106,1500m,52102056,1694,26,Public
604,4:12.72,Melissa TANAKA,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,1500m,23571791,1462,33,Public
605,4:12.72,Clara LIBERMAN,FRA,"Stade Du Moulin Boisseau, Carquefou (FRA)",17 MAY 2024,1105,1500m,49253839,1812,58,Private
606,4:12.73,Anna WORKMAN,CAN,"Paul Derr TF Facility, Raleigh, NC (USA)",29 MAR 2024,1105,1500m,71018900,1034,56,Private
607,4:12.74,Carla MASIP,ESP,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1105,1500m,39800973,5,90,Public
