,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
1218,13:29.49,Kirami Collin YEGO,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1104,5000m,73487204,388,0,Public
1219,13:29.52,Zachary FACIONI,AUS,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1104,5000m,NA,NA,NA,NA
1220,13:29.54,Rory LEONARD,GBR,"Millennium Arena, Battersea Park, London (GBR)",26 APR 2024,1104,5000m,19686000,683,2,Public
1221,13:29.56,Asahi KURODA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1104,5000m,NA,NA,NA,NA
1222,13:29.61,Shadrack KIPCHIRCHIR,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1103,5000m,NA,NA,NA,NA
1223,13:29.63,Ellis CROSS,GBR,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1103,5000m,33655219,1820,4,Public
1224,13:29.78,Florian LE PALLEC,FRA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1103,5000m,9389758,3720,68,Public
1225,13:29.79,Hillary BOR,USA,"Sportcity Regional Arena, Manchester (GBR)",25 MAY 2024,1103,5000m,42586045,0,166,Private
1226,13:29.80,James KIMEU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1103,5000m,94876602,109,0,Public
1227,13:29.87,Jerry MOTSAU,RSA,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1103,5000m,58113893,66,0,Public
1228,13:29.88,Shunya KIKUCHI,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1103,5000m,115414294,1039,0,Private
1229,13:29.89,Axel Vang CHRISTENSEN,DEN,"Boudewijnstadion, Bruxelles (BEL)",25 MAY 2024,1102,5000m,NA,NA,NA,NA
1230,13:29.90,Kiseki SHIOZAWA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1102,5000m,NA,NA,NA,NA
1231,13:30.04,Mustafe MUUSE,FIN,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1102,5000m,47250115,69,5,Private
1232,13:30.08,Takashi ICHIDA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1102,5000m,NA,NA,NA,NA
1233,13:30.09,Stephen MUTHINI,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1102,5000m,NA,NA,NA,NA
1234,13:30.12,Desire NIYOMWUNGERE,BDI,"Polisportivo Guido Maccan, Brugnera (ITA)",13 JUL 2024,1102,5000m,NA,NA,NA,NA
1235,13:30.17,Amos Kipkemboi BETT,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1101,5000m,NA,NA,NA,NA
1236,13:30.19,Tomonori YAMAGUCHI,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1101,5000m,NA,NA,NA,NA
1237,13:30.25,Andrew BUTCHART,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1150,5000m,28572286,84,40,Public
1238,13:30.27,Birhane MENGISTU,ETH,"Atletiekbaan Brakkenstein, Nijmegen (NED)",18 MAY 2024,1101,5000m,NA,NA,NA,NA
1239,13:30.30,Reishi YOSHIDA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1101,5000m,NA,NA,NA,NA
1240,13:30.37,Cole SPROUT,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",26 JAN 2024,1149,5000m,6296853,3161,98,Public
1241,13:30.56,Jonathan Muia NDIKU,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1100,5000m,NA,NA,NA,NA
1242,13:30.62,Akira AKASAKI,JPN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1100,5000m,NA,NA,NA,NA
1243,13:30.65,Futsum ZIENASELLASSIE,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1100,5000m,114465840,630,9,Private
1244,13:30.67,James CORRIGAN,USA,"Dempsey Indoor, Seattle, WA (USA)",09 FEB 2024,1100,5000m,23763182,298,0,Public
1245,13:30.68,Ryan FORD,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1100,5000m,30804228,3254,261,Public
1246,13:30.73,Ben PERRIN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1100,5000m,26948702,867,120,Public
1247,26:31.01,Yomif KEJELCHA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1273,10000m,48214983,0,0,Public
1248,26:31.13,Berihu AREGAWI,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1273,10000m,NA,NA,NA,NA
1249,26:34.93,Selemon BAREGA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1267,10000m,NA,NA,NA,NA
1250,26:37.93,Biniam MEHARY,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1262,10000m,NA,NA,NA,NA
1251,26:42.65,Gemechu DIDA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1254,10000m,108522839,0,0,Public
1252,26:43.14,Joshua CHEPTEGEI,UGA,"Stade de France, Paris (FRA)",02 AUG 2024,1253,10000m,56435002,4,0,Public
1253,26:43.46,Grant FISHER,USA,"Stade de France, Paris (FRA)",02 AUG 2024,1253,10000m,50151684,517,130,Public
1254,26:43.79,Mohammed AHMED,CAN,"Stade de France, Paris (FRA)",02 AUG 2024,1252,10000m,2936999,7,1184,Public
1255,26:43.98,Benard KIBET,KEN,"Stade de France, Paris (FRA)",02 AUG 2024,1252,10000m,99675356,0,0,Public
1256,26:46.39,Jacob KIPLIMO,UGA,"Stade de France, Paris (FRA)",02 AUG 2024,1248,10000m,NA,NA,NA,NA
1257,26:46.80,Tadese WORKU,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1247,10000m,NA,NA,NA,NA
1258,26:49.49,Thierry NDIKUMWENAYO,ESP,"Stade de France, Paris (FRA)",02 AUG 2024,1243,10000m,NA,NA,NA,NA
1259,26:50.64,Adriaan WILDSCHUTT,RSA,"Stade de France, Paris (FRA)",02 AUG 2024,1241,10000m,84956401,249,0,Public
1260,26:50.81,Daniel MATEIKO,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,10000m,NA,NA,NA,NA
1261,26:50.94,Nicholas KIPKORIR,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1241,10000m,67204225,0,0,Public
1262,26:51.54,Edwin KURGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1240,10000m,131686816,540,0,Public
1263,26:52.72,Nico YOUNG,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1238,10000m,143032586,0,1,Public
1264,26:52.87,Andreas ALMGREN,SWE,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1238,10000m,11690614,600,63,Public
1265,26:53.84,Habtom SAMUEL,ERI,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1236,10000m,75162803,0,3,Public
1266,26:55.09,Benson KIPLANGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1234,10000m,NA,NA,NA,NA
1267,26:55.51,Merhawi MEBRAHTU,ERI,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1233,10000m,NA,NA,NA,NA
1268,26:57.57,William KINCAID,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1230,10000m,134812105,11,0,Public
1269,26:58.67,Jimmy GRESSIER,FRA,"Stade de France, Paris (FRA)",02 AUG 2024,1228,10000m,34895835,5006,36,Private
1270,26:58.97,Kibiwott KANDIE,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1228,10000m,73479012,0,0,Public
1271,27:07.37,Stanley Waithaka MBURU,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1214,10000m,NA,NA,NA,NA
1272,27:07.97,Isaac KIMELI,BEL,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1213,10000m,110678654,0,0,Public
1273,27:08.81,Patrick DEVER,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1212,10000m,4205357,4005,36,Private
1274,27:08.94,Anthony ROTICH,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1212,10000m,NA,NA,NA,NA
1275,27:09.29,Joe KLECKER,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1211,10000m,4532925,2641,79,Public
1276,27:09.57,Jack RAYNER,AUS,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1211,10000m,1478217,3927,90,Public
1277,27:09.74,Aron KIFLE,ERI,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1211,10000m,NA,NA,NA,NA
1278,27:12.89,Hagos GEBRHIWET,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1206,10000m,NA,NA,NA,NA
1279,27:17.28,Abdihamid NUR,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1199,10000m,44007546,106,0,Public
1280,27:17.46,Jun KASAI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1198,10000m,119282508,0,22,Public
1281,27:20.05,Shadrack KIPKEMEI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1194,10000m,NA,NA,NA,NA
1282,27:20.93,Benjamin FLANAGAN,CAN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1193,10000m,76551416,30,0,Public
1283,27:20.94,Tomoki OTA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1193,10000m,13872681,0,533,Public
1284,27:21.52,Kazuma MAEDA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1192,10000m,115226520,0,5,Private
1285,27:22.32,Richard ETIR,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1191,10000m,115772848,253,0,Public
1286,27:22.38,Mohamed ISMAIL,DJI,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1191,10000m,89449821,38,0,Public
1287,27:23.09,James Mwanzia MUTUKU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1189,10000m,NA,NA,NA,NA
1288,27:23.52,Richard YATOR,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1189,10000m,NA,NA,NA,NA
1289,27:24.33,Daniel Simiu EBENYO,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1187,10000m,NA,NA,NA,NA
1290,27:26.02,Luis GRIJALVA,GUA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1185,10000m,43833791,608,7,Public
1291,27:26.18,Boki DIRIBA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1185,10000m,NA,NA,NA,NA
1292,27:26.67,Mebuki SUZUKI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1184,10000m,NA,NA,NA,NA
1293,27:27.11,Felix BOUR,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1183,10000m,13151170,1144,160,Public
1294,27:27.50,Gideon Kipkertich RONO,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1182,10000m,NA,NA,NA,NA
1295,27:27.77,Kibet KANDIE,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1182,10000m,NA,NA,NA,NA
1296,27:30.72,Emmanuel Moi MARU,KEN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1177,10000m,NA,NA,NA,NA
1297,27:30.94,Birhanu BALEW,BRN,"Stade de France, Paris (FRA)",02 AUG 2024,1177,10000m,NA,NA,NA,NA
1298,27:32.29,Athanas KIOKO,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1175,10000m,99220051,383,34,Public
1299,27:33.58,Charles HICKS,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1173,10000m,19381455,2536,0,Public
1300,27:34.04,Paul CHELIMO,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1172,10000m,105587323,0,0,Public
1301,27:34.30,Tadesse GETAHON,ISR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1172,10000m,NA,NA,NA,NA
1302,27:34.53,Akira AIZAWA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1171,10000m,79766462,0,0,Private
1303,27:34.66,Keita SATOH,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1171,10000m,NA,NA,NA,NA
1304,27:35.05,Kotaro SHINOHARA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1171,10000m,NA,NA,NA,NA
1305,27:35.92,Jamal Abdelmaji EISA MOHAMMED,EOR,"Stade de France, Paris (FRA)",02 AUG 2024,1169,10000m,NA,NA,NA,NA
1306,27:36.23,Abdessamad OUKHELFEN,ESP,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1169,10000m,51034728,9,0,Public
1307,27:36.29,Dominic Lokinyomo LOBALU,SUI,"Berufsschulzentrum, Interlaken (SUI)",04 MAY 2024,1169,10000m,NA,NA,NA,NA
1308,27:37.68,Francis ABONG,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1166,10000m,134485810,0,0,Public
1309,27:38.39,Rory LEONARD,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1165,10000m,19686000,683,2,Public
1310,27:38.87,Andrew HUNTER,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1165,10000m,3315425,900,1372,Public
1311,27:40.02,Efrem GIDEY,IRL,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1163,10000m,48998044,466,5,Public
1312,27:40.80,Ryan FORD,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1162,10000m,30804228,3254,261,Public
1313,27:41.11,David Shungeya NEIYIAI,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1161,10000m,NA,NA,NA,NA
1314,27:41.20,Anthony KIBE,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1161,10000m,80123976,0,0,Public
1315,27:41.22,Kelvin KIPLAGAT,KEN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1161,10000m,50629847,656,5,Public
1316,27:41.37,Valentin GONDOUIN,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1161,10000m,36201499,3314,180,Public
1317,27:41.48,Gilbert Kipkosgei KIPROTICH,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1161,10000m,NA,NA,NA,NA
1318,27:41.52,Stephen MUTHINI,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1160,10000m,NA,NA,NA,NA
1319,27:41.81,Gulveer SINGH,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1160,10000m,132186198,0,0,Public
1320,27:41.81,Samson NDIRANGU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1160,10000m,64499544,0,0,Public
1321,27:41.92,Nils VOIGT,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1160,10000m,18934439,971,6,Public
1322,27:42.72,Simon BEDARD,FRA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1159,10000m,46130072,2145,35,Public
1323,27:42.81,Jonathan Muia NDIKU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1158,10000m,NA,NA,NA,NA
1324,27:42.83,Davor Aaron BIENENFELD,GER,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1158,10000m,NA,NA,NA,NA
1325,27:42.94,Célestin NDIKUMANA,BDI,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1158,10000m,NA,NA,NA,NA
1326,27:42.99,Emmanuel BOR,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1158,10000m,43148635,443,644,Private
1327,27:43.04,Andrew LOROT,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1158,10000m,NA,NA,NA,NA
1328,27:43.13,Nganga Joseph WAWERU,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1158,10000m,NA,NA,NA,NA
1329,27:43.45,Brian FAY,IRL,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1157,10000m,24660297,1195,0,Public
1330,27:43.57,Bedan KAROKI,KEN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1157,10000m,NA,NA,NA,NA
1331,27:43.74,Cosmas Mwangi BOI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1157,10000m,NA,NA,NA,NA
1332,27:43.84,Akira AKASAKI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1157,10000m,NA,NA,NA,NA
1333,27:44.72,Kibet MANGATA,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1155,10000m,NA,NA,NA,NA
1334,27:45.16,Dennis KIPKURUI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1155,10000m,130452405,317,0,Public
1335,27:45.85,Yuya YOSHIDA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1154,10000m,60740344,2,12,Public
1336,27:46.04,Yusuke TAMURA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1153,10000m,1391235,2,178,Public
1337,27:46.55,Zakariya MAHAMED,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1153,10000m,23778748,3,0,Public
1338,27:47.38,Yuto IMAE,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1151,10000m,NA,NA,NA,NA
1339,27:47.60,Dillon MAGGARD,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1151,10000m,5665278,4549,46,Public
1340,27:47.72,Ronald KWEMOI,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1151,10000m,NA,NA,NA,NA
1341,27:47.86,Alex Chesiro MASAI,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1151,10000m,NA,NA,NA,NA
1342,27:47.88,Emile HAFASHIMANA,BDI,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1151,10000m,NA,NA,NA,NA
1343,27:48.62,Samuel BARATA,POR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1149,10000m,13506056,6260,11,Public
1344,27:48.82,Filimon ABRAHAM,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1149,10000m,83284242,961,3,Private
1345,27:49.09,Kazuki TAMURA,JPN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1149,10000m,132837552,449,0,Private
1346,27:49.30,Peter LYNCH,IRL,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1148,10000m,25760238,3094,152,Public
1347,27:49.43,Peter Mwaniki AILA,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1148,10000m,NA,NA,NA,NA
1348,27:49.86,Takashi ICHIDA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1147,10000m,NA,NA,NA,NA
1349,27:51.26,Alex PHILLIP,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1145,10000m,46492412,1728,6,Public
1350,27:51.36,Abel BEKELE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1145,10000m,61951445,0,32,Public
1351,27:52.02,Asahi KURODA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1144,10000m,NA,NA,NA,NA
1352,27:52.11,Yitayew ABUHAY,ISR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1144,10000m,NA,NA,NA,NA
1353,27:52.13,Ernest CHERUIYOT,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1144,10000m,132585661,0,0,Public
1354,27:52.38,Itta TAMEIKE,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1144,10000m,NA,NA,NA,NA
1355,27:53.26,Ilias FIFA,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1142,10000m,NA,NA,NA,NA
1356,27:54.08,Kazuya SHIOJIRI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1141,10000m,NA,NA,NA,NA
1357,27:54.12,Yves NIMUBONA,RWA,"Stade de France, Paris (FRA)",02 AUG 2024,1141,10000m,NA,NA,NA,NA
1358,27:54.43,Naibei Kiplimo MAYEBEI,KEN,Rishon Letzion (ISR),15 FEB 2024,1140,10000m,NA,NA,NA,NA
1359,27:54.55,Jack ROWE,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1140,10000m,2827104,2629,7,Public
1360,27:54.66,Charles PHILIBERT-THIBOUTOT,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1140,10000m,7327132,882,41,Public
1361,27:55.19,Pietro RIVA,ITA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1139,10000m,23870632,1485,0,Public
1362,27:56.82,Ryuto IGAWA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1137,10000m,NA,NA,NA,NA
1363,27:57.37,Josefu rajini REMETEIIKI,KEN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1136,10000m,NA,NA,NA,NA
1364,27:57.54,Ayumu KOBAYASHI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1136,10000m,48633881,25,0,Public
1365,27:57.90,Casey CLINGER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1135,10000m,72281425,7,1,Public
1366,27:58.01,Emmanuel Korir KIPLAGAT,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1135,10000m,NA,NA,NA,NA
1367,27:58.19,Kiyoto HIRABAYASHI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1135,10000m,NA,NA,NA,NA
1368,27:58.36,Jonson MUGENI,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1134,10000m,95816205,0,0,Public
1369,27:58.79,Yamato YOSHII,JPN,"Hoshigadai Stadium, Tajimi (JPN)",05 OCT 2024,1134,10000m,NA,NA,NA,NA
1370,27:58.80,Noah SCHUTTE,NED,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1134,10000m,1019940,2816,943,Public
1371,27:59.36,Cleophas Kandie MEYAN,KEN,"Athletics Stadium, Fukagawa (JPN)",17 JUL 2024,1133,10000m,NA,NA,NA,NA
1372,28:00.09,William AMPONSAH,GHA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1132,10000m,27510601,1574,14,Public
1373,28:00.48,Yann SCHRUB,FRA,"Stadio Olimpico, Roma (ITA)",12 JUN 2024,1131,10000m,55087751,0,0,Public
1374,28:00.90,Conner MANTZ,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1130,10000m,33993248,2752,41,Public
1375,28:01.03,Mogeni Benuel MAGOMA,KEN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2024,1130,10000m,NA,NA,NA,NA
1376,28:01.90,Kartik KUMAR,IND,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1129,10000m,24943543,111,0,Public
1377,28:02.28,Rogers KIBET,UGA,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",28 SEP 2024,1128,10000m,NA,NA,NA,NA
1378,28:02.55,Weldon LANGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1128,10000m,92820095,0,0,Public
1379,28:02.58,Evans Kipkemei KURUI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",27 APR 2024,1128,10000m,NA,NA,NA,NA
1380,28:02.84,Keijiro MOGI,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1127,10000m,NA,NA,NA,NA
1381,28:03.13,Itsuki HIRABAYASHI,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1127,10000m,NA,NA,NA,NA
1382,28:03.42,Wesley KIPTOO,KEN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1127,10000m,NA,NA,NA,NA
1383,28:03.44,Zerei Kbrom MEZNGI,NOR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1127,10000m,NA,NA,NA,NA
1384,28:03.60,Toru KUBOTA,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1126,10000m,45350776,0,2,Public
1385,28:04.36,Samuel CHELANGA,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1125,10000m,90214809,0,0,Public
1386,28:04.54,Hiroki YAMANAKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1125,10000m,131575250,0,0,Public
1387,28:04.58,Evan JENKINS,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1125,10000m,73659831,1082,0,Public
1388,28:04.77,Wil SMITH,USA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1124,10000m,2136588,743,1277,Public
1389,28:04.78,Jonas RAESS,SUI,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1124,10000m,NA,NA,NA,NA
1390,28:04.89,Charles WHEELER,GBR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1124,10000m,7677443,171,2585,Public
1391,28:04.93,Victor KIMUTAI,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1124,10000m,81506583,1242,2,Public
1392,28:05.02,Bukayawe MALEDE,ISR,Rishon Letzion (ISR),15 FEB 2024,1124,10000m,NA,NA,NA,NA
1393,28:05.03,Noah KIPLIMO,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2024,1124,10000m,NA,NA,NA,NA
1394,28:05.05,Andrew COLLEY,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1124,10000m,175792,31,608,Private
1395,28:05.37,Nelson MANDELA,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2024,1124,10000m,6982180,4580,137,Public
1396,28:05.55,Kotaro KONDO,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1123,10000m,NA,NA,NA,NA
1397,28:05.57,Loic SCOMPARIN,FRA,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1123,10000m,107070343,1436,0,Private
1398,28:05.64,Patrick KAMAU,KEN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1123,10000m,85892801,0,0,Public
