,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility
728,3:40.07,Ali MESSAOUDI,ALG,"Stade Léo Lagrange, Tergnier (FRA)",08 Jun 2024,1106,1500m,96669291,9,0,Public
1568,1:00:42,Ibrahim HASSAN,DJI,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 Mar 2024,1158,Half,1658176,9,692,Public
2531,1:58.77,Heather MACLEAN,USA,"Emerson Field, Concord, MA (USA)",08 Jun 2024,1184,800m,91399368,9,3,Public
2662,2:01.79,Lauren TOLBERT,USA,"Hayward Field, Eugene, OR (USA)",06 Jun 2024,1130,800m,56514599,9,0,Public
629,3:38.65,Luca NOTI,SUI,"Centre sportif Bout-du-Monde, Genève (SUI)",22 Jun 2024,1125,1500m,55452806,9,4,Public
3690,32:41.22,Alexandra HAYS,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 Mar 2024,1103,10000m,146645674,9,0,Public
1129,13:21.87,Abdessamad OUKHELFEN,ESP,"Stade Raymond Troussier, Decines (FRA)",04 May 2024,1131,5000m,51034728,9,0,Public
1926,2:06:47,Bashir ABDI,BEL,"Stade de France, Paris (FRA)",10 Aug 2024,1214,Full,55237453,8,0,Public
586,3:37.97,James YOUNG,GBR,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 May 2024,1134,1500m,97792041,8,1123,Public
582,3:37.92,Mohammed AHMED,CAN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 Jul 2024,1135,1500m,2936999,7,1184,Public
79,1:45.22,Oussama CHERRAD,ALG,"Stade Colette Besson, Dijon (FRA)",05 Jun 2024,1167,800m,105147377,7,20,Public
2917,4:06.67,Marta GARCÍA,ESP,"Bungertstadion, Rehlingen (GER)",19 May 2024,1152,1500m,8203958,7,8,Public
2697,2:02.39,Ai WATANABE,JPN,"Sunrise Park, Saga (JPN)",15 Oct 2024,1120,800m,77923643,7,196,Public
39,1:44.55,Slimane MOULA,ALG,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 Apr 2024,1187,800m,78844456,7,0,Public
689,3:39.57,Casey CLINGER,USA,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1112,1500m,72281425,7,1,Public
1713,1:01:42,Renato OGATA,JPN,Marugame (JPN),04 Feb 2024,1119,Half,29629290,7,16,Public
2668,2:01.94,Lucia STURM,GER,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 Jul 2024,1128,800m,48159205,7,0,Public
3652,32:22.45,Stephanie BRUCE,USA,"Parliament Hill Fields Athletics Track, London (GBR)",18 May 2024,1119,10000m,49992561,7,0,Public
3353,14:58.59,Maureen JEPKOECH,KEN,"LAZ Wien, Wien (AUT)",22 Jun 2024,1166,5000m,115691841,7,1,Public
1438,28:14.83,Patrick MATHENGE,KEN,"Universiade Commemorative Stadium, Kobe (JPN)",20 Apr 2024,1109,10000m,141434314,6,0,Public
4131,2:26:32,Khishigsaikhan GALBADRAKH,MGL,Tokyo (JPN),03 Mar 2024,1167,Full,80659615,6,0,Public
3170,9:26.85,Amy CASHIN,AUS,"Drake Stadium, Los Angeles, CA (USA)",17 May 2024,1176,3000m Steeple,76686008,6,20,Public
335,1:47.42,Charlie HUNTER,AUS,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 Feb 2024,1157,800m,9348530,6,581,Public
3936,1:11:16,Sara NESTOLA,ITA,Sevilla (ESP),28 Jan 2024,1104,Half,97051133,6,0,Public
1928,2:06:50,Eliud KIPCHOGE,KEN,Tokyo (JPN),03 Mar 2024,1213,Full,56345305,6,0,Public
2958,4:08.27,Laura GALVÁN,MEX,"Keskusurheilukenttä, Joensuu (FIN)",20 Jul 2024,1140,1500m,3600841,5,10,Public
3927,1:11:09,Chunxia LI,CHN,Meishan (CHN),25 Feb 2024,1106,Half,89011634,5,0,Public
3004,4:09.76,Gabrielle WILKINSON,USA,"Emerson Field, Concord, MA (USA)",08 Jun 2024,1128,1500m,129664004,5,0,Public
1462,28:17.99,Jesús RAMOS,ESP,"Parliament Hill Fields Athletics Track, London (GBR)",18 May 2024,1104,10000m,18796052,5,396,Public
2570,2:00.17,Roisin WILLIS,USA,"Hayward Field, Eugene, OR (USA)",08 Jun 2024,1159,800m,55378545,5,0,Public
556,3:37.64,Saber ABED,ALG,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 Jun 2024,1138,1500m,70109527,5,3,Public
4250,2:29:53,Gladys CHEMUTAI,KEN,Riyadh (KSA),10 Feb 2024,1134,Full,138327454,5,0,Public
191,1:46.32,Kimar FARQUHARSON,JAM,"Hayward Field, Eugene, OR (USA)",05 Jun 2024,1134,800m,75945762,5,0,Public
3094,4:12.74,Carla MASIP,ESP,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 Jun 2024,1105,1500m,39800973,5,90,Public
544,3:37.47,Ferenc Soma KOVÁCS,HUN,"Iharos Sándor Atlétikai Pálya, Budapest (HUN)",22 Jun 2024,1141,1500m,87769666,5,0,Public
3185,9:32.93,Sümeyye EROL,TUR,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 Jul 2024,1161,3000m Steeple,133881604,5,0,Public
1428,28:12.88,Denis KIPNGETICH,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 Mar 2024,1112,10000m,69571846,5,0,Public
3247,9:50.30,Sharon CHEPKEMOI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",29 Aug 2024,1119,3000m Steeple,112094419,5,0,Public
2584,2:00.59,Christina HERING,GER,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 Jul 2024,1152,800m,17112359,4,0,Public
2547,1:59.50,Rachel GEARING,USA,"Percy Beard Track, Gainesville, FL (USA)",19 Jul 2024,1171,800m,131305537,4,0,Public
2580,2:00.43,Daniela GARCÍA,ESP,"Estadi Joan Serrahima, Barcelona (ESP)",19 May 2024,1155,800m,47560866,4,1124,Public
38,1:44.53,Mark ENGLISH,IRL,"Estadio Vallehermoso, Madrid (ESP)",21 Jun 2024,1188,800m,32442145,4,1060,Public
1791,1:02:00,Yoshihiro MAEDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1107,Half,34149347,4,1094,Public
195,1:46.37,Rafael MUÑOZ,CHI,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 May 2024,1132,800m,41111386,4,434,Public
604,3:38.34,Julian RANC,FRA,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 May 2024,1129,1500m,15443434,4,0,Public
1538,1:00:21,Abdi NAGEEYE,NED,Den Haag (NED),10 Mar 2024,1172,Half,56344085,4,0,Public
1168,13:25.08,Max STUDER,SUI,"LAZ Wien, Wien (AUT)",22 Jun 2024,1119,5000m,29685525,4,27,Public
316,1:47.31,Sho KAWAMOTO,JPN,"Aoba Park Athletic Field, Chitose (JPN)",20 Jul 2024,1104,800m,84457807,4,139,Public
1420,28:11.30,Yuta NAKAYAMA,JPN,"Universiade Commemorative Stadium, Kobe (JPN)",21 Apr 2024,1114,10000m,32082729,3,40,Public
3436,15:18.60,Rebecca MWANGI,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 Jul 2024,1127,5000m,140857423,3,0,Public
624,3:38.59,Ferdinand Kvan EDMAN,NOR,"Fana Stadion, Bergen (NOR)",22 May 2024,1125,1500m,10131653,3,0,Public
1647,1:01:16,Aoi ITO,JPN,Marugame (JPN),04 Feb 2024,1136,Half,148159398,3,0,Public
1179,13:26.92,Henrik INGEBRIGTSEN,NOR,"Boudewijnstadion, Bruxelles (BEL)",25 May 2024,1113,5000m,67258561,3,0,Public
1166,13:24.83,Zakariya MAHAMED,GBR,"Estadio Iberoamericano, Huelva (ESP)",30 Apr 2024,1120,5000m,23778748,3,0,Public
2462,2:13:26,Jiahao WANG,CHN,Berlin (GER),29 Sep 2024,1104,Full,79455728,3,0,Public
3252,9:51.64,Marta SERRANO,ESP,"Boudewijnstadion, Bruxelles (BEL)",26 May 2024,1115,3000m Steeple,35003001,3,0,Public
2253,2:11:01,Samuel FREIRE,CPV,Sevilla (ESP),18 Feb 2024,1143,Full,25134407,3,375,Public
3846,1:10:01,Sofía SEGURA,ESP,Barcelona (ESP),11 Feb 2024,1129,Half,100625166,3,45,Public
1715,1:01:42,Thabang MOSIAKO,RSA,Lisboa (POR),17 Mar 2024,1119,Half,63481159,3,0,Public
432,3:35.04,Nicholas GRIGGS,IRL,"Tooting Bec Athletics Track, London (GBR)",24 Jul 2024,1174,1500m,19320497,2,16,Public
1160,13:24.41,Muthoni MUIRU,KEN,"Municipal Stadium, Kitami (JPN)",06 Jul 2024,1122,5000m,45211894,2,22,Public
3897,1:10:47,Susana SANTOS,POR,Valencia (ESP),27 Oct 2024,1114,Half,12188709,2,146,Public
1984,2:07:53,Josphat BOIT,KEN,Chongqing (CHN),24 Mar 2024,1196,Full,60682787,2,0,Public
2589,2:00.68,Kimberley FICENEC,CZE,"Stadion Mládeže, Zlín (CZE)",30 Jun 2024,1150,800m,85129609,2,0,Public
1676,1:01:29,Joseph MUIGAI,KEN,Marugame (JPN),04 Feb 2024,1127,Half,117946680,2,0,Public
1917,2:06:35,Chala REGASA,ETH,Wien (AUT),21 Apr 2024,1218,Full,102287878,2,1,Public
1147,13:23.74,Yusuke TAMURA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 Jun 2024,1124,5000m,1391235,2,178,Public
708,3:39.82,Alex SALAS,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 May 2024,1109,1500m,2642458,2,558,Public
1335,27:45.85,Yuya YOSHIDA,JPN,"Athletic Track, Abashiri (JPN)",10 Jul 2024,1154,10000m,60740344,2,12,Public
2347,2:12:15,Frank LUJAN,PER,Sevilla (ESP),18 Feb 2024,1123,Full,6733012,2,149,Public
2256,2:11:06,Philip KOECH,KEN,Riyadh (KSA),10 Feb 2024,1142,Full,23559110,2,0,Public
153,1:45.94,CJ JONES,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 Jul 2024,1145,800m,23848902,2,1179,Public
1714,1:01:42,Kazuya NISHIYAMA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1119,Half,37296072,2,49,Public
280,1:47.05,Daniil NEKRASOV,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 Jul 2024,1112,800m,47107932,2,218,Public
1548,1:00:28,Alphonce Felix SIMBU,TAN,Ras Al Khaimah (UAE),24 Feb 2024,1168,Half,47309660,2,0,Public
110,1:45.57,Tommaso MANISCALCO,ITA,"Campo Sportivo G. Draghicchio, Trieste (ITA)",22 Jun 2024,1156,800m,31406112,2,2,Public
2672,2:01.99,Déborah RODRÍGUEZ,URU,"Woodside Stadium, Watford (GBR)",08 Jun 2024,1127,800m,149147297,2,0,Public
64,1:44.91,Thomas RANDOLPH,GBR,"Mary Peters Track, Belfast (GBR)",11 May 2024,1176,800m,64061776,2,182,Public
809,8:17.46,Matthew KOSGEI,KEN,"Estadio Atlético de la VIDENA, Lima (PER)",31 Aug 2024,1178,3000m Steeple,130817604,2,0,Public
3881,1:10:34,Sheila CHEROTICH,KEN,Bilbao (ESP),19 Oct 2024,1118,Half,138566444,2,0,Public
282,1:47.07,Zhongqiang MA,CHN,"Olympic Sports Center, Chongqing (CHN)",28 May 2024,1111,800m,13239547,2,0,Public
3067,4:11.97,Rylee PENN,USA,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 Mar 2024,1111,1500m,81217429,2,0,Public
3849,1:10:03,Ashete BEKERE,ETH,Ras Al Khaimah (UAE),24 Feb 2024,1129,Half,59705946,2,0,Public
1862,2:04:15,Kenenisa BEKELE,ETH,London (GBR),21 Apr 2024,1258,Full,56435409,2,0,Public
2631,2:01.37,Pavla ŠTOUDKOVÁ,CZE,"Stadion Mládeže, Zlín (CZE)",30 Jun 2024,1138,800m,48314898,0,0,Public
2960,4:08.44,Danielle ARAGON,USA,"Hayward Field, Eugene, OR (USA)",27 Jun 2024,1139,1500m,58385572,0,5,Public
4094,2:25:13,Betty CHEPKWONY,KEN,Frankfurt (GER),27 Oct 2024,1180,Full,85875989,0,0,Public
656,3:39.12,Ryoma AOKI,JPN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 Feb 2024,1169,1500m,3279845,0,0,Public
2647,2:01.59,Sahily DIAGO MESA,CUB,"Centre sportif Bout-du-Monde, Genève (SUI)",22 Jun 2024,1134,800m,106291717,0,0,Public
2636,2:01.42,Salomé AFONSO,POR,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 Aug 2024,1137,800m,97366394,0,0,Public
4196,2:28:16,Dominique SCOTT,RSA,"Chicago, IL (USA)",13 Oct 2024,1150,Full,45956931,0,39,Public
918,8:31.81,István PALKOVITS,HUN,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 May 2024,1114,3000m Steeple,89227045,0,0,Public
4124,2:26:20,Naom JEBET,KEN,Madrid (ESP),28 Apr 2024,1169,Full,109344337,0,0,Public
2671,2:01.98,Danae RIVERS,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 Jul 2024,1127,800m,45867052,0,0,Public
2959,4:08.34,Jodie MCCANN,IRL,"SA Athletic Stadium, Adelaide (AUS)",10 Feb 2024,1139,1500m,77132629,0,0,Public
2641,2:01.50,Julia CHEROT,FRA,"Stade Omnisports Schlossberg, Forbach (FRA)",26 May 2024,1136,800m,133044643,0,0,Public
4108,2:25:45,Yuyu XIA,CHN,Nagoya (JPN),10 Mar 2024,1175,Full,10499922,0,0,Public
862,8:24.68,Daichi SHIBATA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",27 Jun 2024,1146,3000m Steeple,84399936,0,4,Public
619,3:38.51,Hugo HAY,FRA,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",03 Feb 2024,1178,1500m,26908358,0,0,Public
2726,2:02.70,Taryn PARKS,USA,"Morris Williams T&F Stadium, Durham, NC (USA)",12 Apr 2024,1114,800m,88204823,0,0,Public
4193,2:28:12,Mercy KWAMBAI,KEN,Copenhagen (DEN),05 May 2024,1150,Full,84809066,0,0,Public
864,8:24.86,Benard KETER,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 Apr 2024,1145,3000m Steeple,17939434,0,0,Public
4134,2:26:38,Tereza HROCHOVÁ,CZE,Sevilla (ESP),18 Feb 2024,1166,Full,62867073,0,0,Public
873,8:26.04,Wesley LANGAT,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 Apr 2024,1140,3000m Steeple,126800964,0,0,Public
4025,2:22:42,Emily SISSON,USA,"Orlando, FL (USA)",03 Feb 2024,1206,Full,39081208,0,0,Public
2645,2:01.56,Patricia SILVA,POR,"Lantos Mihály Sportközpont, Budapest (HUN)",26 May 2024,1134,800m,25812396,0,577,Public
2646,2:01.56,Brenna DETRA,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 Jun 2024,1134,800m,110938952,0,0,Public
2933,4:07.33,Maudie SKYRING,AUS,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 Jul 2024,1147,1500m,22541352,0,0,Public
2966,4:08.59,Micol MAJORI,ITA,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 Jul 2024,1137,1500m,32337147,0,0,Public
2921,4:06.93,Madie BOREMAN,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 May 2024,1150,1500m,2635442,0,0,Public
2924,4:06.98,Ella DONAGHU,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 Jul 2024,1150,1500m,33448374,0,0,Public
303,1:47.21,Michal HROCH,CZE,"Stadion Juliska, Praha (CZE)",11 May 2024,1107,800m,72587029,0,109,Public
4191,2:28:11,Fancy CHEMUTAI,KEN,Osaka (JPN),25 Feb 2024,1151,Full,51213022,0,0,Public
3981,2:19:52,Degitu AZIMERAW,ETH,Barcelona (ESP),10 Mar 2024,1235,Full,59422534,0,0,Public
2586,2:00.64,Kristie SCHOFFIELD,USA,"Hayward Field, Eugene, OR (USA)",23 Jun 2024,1151,800m,141728347,0,0,Public
2968,4:08.78,Riley CHAMBERLAIN,USA,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1136,1500m,20396703,0,2,Public
3934,1:11:14,Matea PARLOV KOŠTRO,CRO,Milano (ITA),24 Mar 2024,1104,Half,141183337,0,0,Public
2592,2:00.73,Flavia Maria DE LIMA,BRA,"Stade de France, Paris (FRA)",02 Aug 2024,1149,800m,58450122,0,6,Public
1125,13:21.55,Shadrack RONO,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 Apr 2024,1132,5000m,65284289,0,0,Public
2785,2:03.30,Fina DUBE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 Apr 2024,1104,800m,63521757,0,0,Public
1124,13:21.52,Paul CHELIMO,USA,"Stade Raymond Troussier, Decines (FRA)",04 May 2024,1132,5000m,105587323,0,0,Public
1120,13:20.65,Sebastian FREY,AUT,"Stadion De Veen, Heusden-Zolder (BEL)",15 Jun 2024,1135,5000m,40346507,0,9,Public
1115,13:20.29,Samson NDIRANGU,KEN,"Municipal Stadium, Kitami (JPN)",06 Jul 2024,1136,5000m,64499544,0,0,Public
2782,2:03.26,Yuri NISHIDA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 Sep 2024,1105,800m,33754354,0,0,Public
2386,2:12:34,John ROTICH,KEN,Roma (ITA),17 Mar 2024,1118,Full,146978052,0,0,Public
177,1:46.20,Marvin HEINRICH,GER,"TSV Stadion, Pfungstadt (GER)",19 Jun 2024,1137,800m,45123138,0,0,Public
178,1:46.21,Eduardo RIBEIRO,BRA,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 Apr 2024,1137,800m,12023796,0,363,Public
3108,4:13.05,Vera SJÖBERG,SWE,"Emerson Field, Concord, MA (USA)",08 Jun 2024,1103,1500m,109923051,0,0,Public
2083,2:09:06,Robert KWAMBAI,KEN,Rabat (MAR),21 Apr 2024,1175,Full,76324024,0,4,Public
2073,2:08:58,Taoufik ALLAM,MAR,Enschede (NED),21 Apr 2024,1177,Full,146402445,0,0,Public
150,1:45.93,Louey OUERRAT,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",30 Jun 2024,1145,800m,113857009,0,0,Public
3099,4:12.85,Rose WANGUI,KEN,"Municipal Stadium, Hiroshima (JPN)",29 Apr 2024,1104,1500m,117491309,0,5,Public
2360,2:12:22,Cosmas KIPLIMO,KEN,"Two Harbors to Duluth,, Duluth, MN (USA)",22 Jun 2024,1121,Full,94183001,0,0,Public
127,1:45.70,Tarees RHODEN,JAM,"Hayward Field, Eugene, OR (USA)",07 Jun 2024,1152,800m,151077886,0,0,Public
2108,2:09:22,Maxim RĂILEANU,MDA,Sevilla (ESP),18 Feb 2024,1171,Full,75766971,0,0,Public
2110,2:09:22,Kiyoshi KOGA,JPN,Gold Coast (AUS),07 Jul 2024,1171,Full,134669835,0,1,Public
2787,2:03.30,Annelies NIJSSEN,BEL,"Stade Naimette-Xhovémont, Liège (BEL)",19 Jun 2024,1104,800m,76367579,0,1,Public
3975,2:19:17,Betsy SAINA,USA,Tokyo (JPN),03 Mar 2024,1241,Full,29225830,0,0,Public
2611,2:01.04,Angel PICCIRILLO,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",09 Feb 2024,1169,800m,24241461,0,8,Public
1178,13:26.56,Evans KIPLAGAT,KEN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10 Feb 2024,1163,5000m,138734939,0,0,Public
1171,13:25.50,Keita YOSHIDA,JPN,"National Stadium, Tokyo (JPN)",19 May 2024,1118,5000m,73403477,0,31,Public
3903,1:10:54,Misa MOHAMMED,ETH,Ras Al Khaimah (UAE),24 Feb 2024,1111,Half,63550968,0,24,Public
716,3:39.93,Etson BARROS,POR,"Estadio Universitario, Lisboa (POR)",18 May 2024,1107,1500m,146831169,0,0,Public
1163,13:24.53,Daniel KINYANJUI,KEN,"FBK Stadium, Hengelo (NED)",07 Jul 2024,1121,5000m,126353137,0,0,Public
3909,1:10:56,Manon TRAPP,FRA,Paris (FRA),03 Mar 2024,1111,Half,24368145,0,0,Public
1156,13:24.16,Tommy BRADY,USA,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",10 Feb 2024,1172,5000m,10364399,0,370,Public
2721,2:02.67,Priscilla VAN OORSCHOT,NED,"Stedelijke Atletiekpiste, Ninove (BEL)",20 Jul 2024,1115,800m,57771380,0,8,Public
1151,13:23.91,Hayden WILDE,NZL,"Estadio Iberoamericano, Huelva (ESP)",30 Apr 2024,1124,5000m,94415939,0,0,Public
1177,13:26.52,Charles ROTICH,KEN,"Harjun stadion, Jyväskylä (FIN)",22 May 2024,1114,5000m,103577440,0,5,Public
1211,13:29.20,Hagos EYOB,ETH,"Boudewijnstadion, Bruxelles (BEL)",25 May 2024,1105,5000m,81724761,0,0,Public
154,1:45.97,Collins KIPRUTO,KEN,"Nyayo National Stadium, Nairobi (KEN)",15 Jun 2024,1144,800m,76724706,0,0,Public
1206,13:28.75,Dennis MUTUKU,KEN,"Athletic Track, Abashiri (JPN)",10 Jul 2024,1106,5000m,98678917,0,35,Public
3894,1:10:46,Yuna TAKAHASHI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1114,Half,123732064,0,0,Public
1183,13:27.21,Jonson MUGENI,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 May 2024,1112,5000m,95816205,0,0,Public
1149,13:23.81,Tomoki OTA,JPN,"National Stadium, Tokyo (JPN)",19 May 2024,1124,5000m,13872681,0,533,Public
2608,2:01.00,Gabrielle JENNINGS,USA,"Woodside Stadium, Watford (GBR)",21 Aug 2024,1144,800m,33154525,0,0,Public
669,3:39.32,Samuel ZELEKE,ETH,"The Track at New Balance, Boston, MA (USA) (i)",04 Feb 2024,1166,1500m,101937417,0,0,Public
704,3:39.78,Niel VAN DER MERWE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",21 Apr 2024,1109,1500m,20084329,0,8,Public
3169,9:26.83,Chiara SCHERRER,SUI,"Boudewijnstadion, Bruxelles (BEL)",26 May 2024,1176,3000m Steeple,95233697,0,0,Public
2610,2:01.03,Nina VUKOVIĆ,CRO,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 Jul 2024,1144,800m,85542284,0,0,Public
4081,2:24:50,Meseret GEBRE,ETH,Toronto (CAN),20 Oct 2024,1184,Full,128584790,0,0,Public
2522,1:58.51,Ciara MAGEEAN,IRL,"Sportcity Regional Arena, Manchester (GBR)",25 May 2024,1189,800m,20980642,0,0,Public
4076,2:24:46,Veronica MAINA,KEN,Wuxi (CHN),24 Mar 2024,1185,Full,41303301,0,6,Public
729,3:40.08,Daniel SCHAFFER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 May 2024,1105,1500m,13093892,0,0,Public
1280,27:17.46,Jun KASAI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 May 2024,1198,10000m,119282508,0,22,Public
3871,1:10:23,Lisa WEIGHTMAN,AUS,Sunshine Coast (AUS),11 Aug 2024,1122,Half,63166067,0,33,Public
1378,28:02.55,Weldon LANGAT,KEN,"Hayward Field, Eugene, OR (USA)",25 May 2024,1128,10000m,92820095,0,0,Public
2566,2:00.11,Soukaina HAJJI,MAR,"Centro Sportivo Saletti, Nembro (ITA)",19 Jun 2024,1160,800m,76455664,0,0,Public
3857,1:10:08,Nelly JEPCHUMBA,KEN,Rio de Janeiro (BRA),01 Jun 2024,1127,Half,88998713,0,0,Public
1353,27:52.13,Ernest CHERUIYOT,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 Apr 2024,1144,10000m,132585661,0,0,Public
3861,1:10:13,Rebecca LONEDO,ITA,Sevilla (ESP),28 Jan 2024,1125,Half,132547942,0,0,Public
1350,27:51.36,Abel BEKELE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 Jun 2024,1145,10000m,61951445,0,32,Public
1308,27:37.68,Francis ABONG,KEN,"Hayward Field, Eugene, OR (USA)",25 May 2024,1166,10000m,134485810,0,0,Public
3887,1:10:39,Monika JACKIEWICZ,POL,Sevilla (ESP),28 Jan 2024,1116,Half,122006054,0,0,Public
1594,1:00:51,Daisuke DOI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1152,Half,97042106,0,0,Public
2497,1:57.26,Prudence SEKGODISO,RSA,"Le Grand Stade, Marrakech (MAR)",19 May 2024,1212,800m,111371365,0,0,Public
767,3:40.48,Nassim HASSAOUS,ESP,"Altamira estadioa, Ordizia (ESP)",22 Jun 2024,1100,1500m,39595701,0,0,Public
1611,1:01:01,Victor KIPTOO,KEN,Mainz (GER),05 May 2024,1146,Half,138329287,0,0,Public
2499,1:57.36,Nia AKINS,USA,"Hayward Field, Eugene, OR (USA)",24 Jun 2024,1210,800m,49163846,0,0,Public
772,8:02.36,Abrham SIME,ETH,"Stade Charléty, Paris (FRA)",07 Jul 2024,1247,3000m Steeple,73556302,0,0,Public
3019,4:10.33,Elena BURKARD,GER,"Stedelijke Atletiekpiste, Ninove (BEL)",20 Jul 2024,1124,1500m,54121337,0,9,Public
1593,1:00:50,Yohanes CHIAPPINELLI,ITA,Valencia (ESP),27 Oct 2024,1153,Half,134247038,0,0,Public
1590,1:00:50,Samuel KIBET,UGA,Lille (FRA),17 Mar 2024,1153,Half,85775837,0,0,Public
3013,4:10.20,Nicole VANASSE,USA,"Lincoln HS, Portland, OR (USA)",09 Jun 2024,1125,1500m,29682728,0,0,Public
1618,1:01:04,Kohei MUKAI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1144,Half,63235279,0,0,Public
1623,1:01:06,Isaac KIPKEMBOI,KEN,Buenos Aires (ARG),25 Aug 2024,1142,Half,20118390,0,0,Public
2717,2:02.64,Molly SUGHROUE,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 Apr 2024,1115,800m,49963745,0,0,Public
579,3:37.87,Thomas RATCLIFFE,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 Mar 2024,1135,1500m,31846152,0,24,Public
3884,1:10:37,Moe SHIMIZU,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 Feb 2024,1117,Half,51134408,0,3,Public
3878,1:10:33,Faith CHEPCHIRCHIR,KEN,Lisboa (POR),06 Oct 2024,1118,Half,124120441,0,0,Public
2555,1:59.80,Lorea IBARZABAL,ESP,"Estadio Vallehermoso, Madrid (ESP)",21 Jun 2024,1166,800m,26378553,0,0,Public
2560,1:59.94,Dilek KOÇAK,TUR,"Centro Sportivo Saletti, Nembro (ITA)",19 Jun 2024,1163,800m,60845172,0,0,Public
613,3:38.46,Fikadu GONZALEZ,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 May 2024,1127,1500m,45430067,0,0,Public
585,3:37.96,Benjamin THOMAS,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 Feb 2024,1134,1500m,1700745,0,1756,Public
1384,28:03.60,Toru KUBOTA,JPN,"Athletic Track, Abashiri (JPN)",10 Jul 2024,1126,10000m,45350776,0,2,Public
1400,28:06.71,Simon BOCH,GER,"Parliament Hill Fields Athletics Track, London (GBR)",18 May 2024,1121,10000m,98419764,0,0,Public
1399,28:06.46,Ryo SAITO,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 May 2024,1122,10000m,38731004,0,812,Public
